GP-No;Name;Time;Timegap;X;Y;X-offset;Y-offset;Pupil Diameter Left (mm);Pupil Diameter Right (mm);Mouse X-coord;Mouse Y-coord;AoI
18217;CANDIDA;337807;16;277;264;0;0;0;5,34;-;-;-
18218;CANDIDA;337824;16;294;277;0;0;0;5,36;-;-;-
18219;CANDIDA;337841;16;284;322;0;0;0;5,42;-;-;-
18220;CANDIDA;337857;16;278;308;0;0;0;5,42;-;-;-
18221;CANDIDA;337874;16;267;248;0;0;0;5,39;-;-;-
18222;CANDIDA;337891;16;282;313;0;0;0;5,45;-;-;-
18223;CANDIDA;337907;16;267;323;0;0;0;5,41;-;-;-
18224;CANDIDA;337924;16;280;313;0;0;0;5,39;-;-;-
18225;CANDIDA;337941;16;288;319;0;0;0;5,33;-;-;-
18226;CANDIDA;337957;16;282;296;0;0;0;5,33;-;-;-
18227;CANDIDA;337974;16;290;299;0;0;0;5,34;-;-;-
18228;CANDIDA;337990;16;281;341;0;0;0;5,49;-;-;-
18229;CANDIDA;338007;16;271;310;0;0;0;5,37;-;-;-
18230;CANDIDA;338024;16;285;309;0;0;0;5,34;-;-;-
18231;CANDIDA;338040;16;290;295;0;0;0;5,34;-;-;-
18232;CANDIDA;338057;16;275;316;0;0;0;5,37;-;-;-
18233;CANDIDA;338074;16;287;293;0;0;0;5,29;-;-;-
18234;CANDIDA;338090;16;290;325;0;0;0;5,37;-;-;-
18235;CANDIDA;338107;16;271;342;0;0;0;5,41;-;-;-
18236;CANDIDA;338124;16;281;338;0;0;0;5,34;-;-;-
18237;CANDIDA;338140;16;288;306;0;0;0;5,25;-;-;-
18238;CANDIDA;338157;16;282;329;0;0;0;5,41;-;-;-
18239;CANDIDA;338173;16;280;300;0;0;0;5,33;-;-;-
18240;CANDIDA;338190;16;301;325;0;0;0;5,44;-;-;-
18241;CANDIDA;338207;16;292;469;0;0;0;5,42;-;-;-
18242;CANDIDA;338223;16;301;517;0;0;0;5,39;-;-;-
18243;CANDIDA;338240;16;297;507;0;0;0;5,39;-;-;-
18244;CANDIDA;338257;16;287;505;0;0;0;5,36;-;-;-
18245;CANDIDA;338273;16;288;520;0;0;0;5,44;-;-;-
18246;CANDIDA;338290;16;291;507;0;0;0;5,37;-;-;-
18247;CANDIDA;338306;16;298;508;0;0;0;5,39;-;-;-
18248;CANDIDA;338323;16;294;510;0;0;0;5,41;-;-;-
18249;CANDIDA;338340;16;297;518;0;0;0;5,41;-;-;-
18250;CANDIDA;338356;16;292;489;0;0;0;5,39;-;-;-
18251;CANDIDA;338373;16;291;514;0;0;0;5,44;-;-;-
18252;CANDIDA;338390;16;298;526;0;0;0;5,42;-;-;-
18253;CANDIDA;338406;16;294;510;0;0;0;5,42;-;-;-
18254;CANDIDA;338423;16;331;526;0;0;0;5,44;-;-;-
18255;CANDIDA;338440;16;331;559;0;0;0;5,42;-;-;-
18256;CANDIDA;338456;16;325;527;0;0;0;5,34;-;-;-
18257;CANDIDA;338473;16;332;562;0;0;0;5,45;-;-;-
18258;CANDIDA;338489;16;325;547;0;0;0;5,42;-;-;-
18259;CANDIDA;338506;16;339;536;0;0;0;5,41;-;-;-
18260;CANDIDA;338523;16;330;547;0;0;0;5,44;-;-;-
18261;CANDIDA;338539;16;330;539;0;0;0;5,42;-;-;-
18262;CANDIDA;338556;16;328;550;0;0;0;5,41;-;-;-
18263;CANDIDA;338573;16;330;557;0;0;0;5,45;-;-;-
18264;CANDIDA;338589;16;339;534;0;0;0;5,47;-;-;-
18265;CANDIDA;338606;16;341;557;0;0;0;5,49;-;-;-
18266;CANDIDA;338623;16;331;511;0;0;0;5,42;-;-;-
18267;CANDIDA;338639;16;332;566;0;0;0;5,52;-;-;-
18268;CANDIDA;338656;16;330;514;0;0;0;5,44;-;-;-
18269;CANDIDA;338672;16;338;556;0;0;0;5,47;-;-;-
18270;CANDIDA;338689;16;317;598;0;0;0;5,36;-;-;-
18271;CANDIDA;338706;16;317;671;0;0;0;5,36;-;-;-
18272;CANDIDA;338722;16;321;660;0;0;0;5,53;-;-;-
18273;CANDIDA;338739;16;322;671;0;0;0;5,61;-;-;-
18274;CANDIDA;338756;16;320;657;0;0;0;5,47;-;-;-
18275;CANDIDA;338772;16;312;656;0;0;0;5,49;-;-;-
18276;CANDIDA;338789;16;324;657;0;0;0;5,41;-;-;-
18277;CANDIDA;338806;16;315;666;0;0;0;5,49;-;-;-
18278;CANDIDA;338822;16;320;643;0;0;0;5,53;-;-;-
18279;CANDIDA;338839;16;324;671;0;0;0;5,34;-;-;-
18280;CANDIDA;338855;16;322;653;0;0;0;5,37;-;-;-
18281;CANDIDA;338872;16;320;671;0;0;0;5,49;-;-;-
18282;CANDIDA;338889;16;328;657;0;0;0;5,34;-;-;-
18283;CANDIDA;338905;16;324;683;0;0;0;5,58;-;-;-
18284;CANDIDA;338922;16;330;651;0;0;0;5,29;-;-;-
18285;CANDIDA;338939;16;335;699;0;0;0;5,55;-;-;-
18286;CANDIDA;338955;16;444;644;0;0;0;5,55;-;-;-
18287;CANDIDA;338972;16;636;661;0;0;0;5,6;-;-;-
18288;CANDIDA;338989;16;615;632;0;0;0;5,45;-;-;-
18289;CANDIDA;339005;16;648;630;0;0;0;5,39;-;-;-
18290;CANDIDA;339022;16;649;635;0;0;0;5,42;-;-;-
18291;CANDIDA;339038;16;645;651;0;0;0;5,41;-;-;-
18292;CANDIDA;339055;16;632;627;0;0;0;5,37;-;-;-
18293;CANDIDA;339072;16;649;638;0;0;0;5,49;-;-;-
18294;CANDIDA;339088;16;650;630;0;0;0;5,49;-;-;-
18295;CANDIDA;339105;16;642;625;0;0;0;5,47;-;-;-
18296;CANDIDA;339122;16;656;635;0;0;0;5,53;-;-;-
18297;CANDIDA;339138;16;675;640;0;0;0;5,49;-;-;-
18298;CANDIDA;339155;16;977;497;0;0;0;5,52;-;-;-
18299;CANDIDA;339172;16;1003;497;0;0;0;5,5;-;-;-
18300;CANDIDA;339188;16;1000;495;0;0;0;5,55;-;-;-
18301;CANDIDA;339205;16;1013;520;0;0;0;5,6;-;-;-
18302;CANDIDA;339221;16;1016;497;0;0;0;5,5;-;-;-
18303;CANDIDA;339238;16;1010;504;0;0;0;5,63;-;-;-
18304;CANDIDA;339255;16;1007;482;0;0;0;5,5;-;-;-
18305;CANDIDA;339271;16;1020;524;0;0;0;5,65;-;-;-
18306;CANDIDA;339288;16;1000;518;0;0;0;5,66;-;-;-
18307;CANDIDA;339305;16;1008;513;0;0;0;5,61;-;-;-
18308;CANDIDA;339321;16;1011;513;0;0;0;5,61;-;-;-
18309;CANDIDA;339338;16;1001;508;0;0;0;5,66;-;-;-
18310;CANDIDA;339355;16;1181;492;0;0;0;5,69;-;-;-
18311;CANDIDA;339371;16;1173;482;0;0;0;5,53;-;-;-
18312;CANDIDA;339388;16;1175;463;0;0;0;5,58;-;-;-
18313;CANDIDA;339404;16;1177;485;0;0;0;5,65;-;-;-
18314;CANDIDA;339421;16;1180;466;0;0;0;5,63;-;-;-
18315;CANDIDA;339438;16;1178;494;0;0;0;5,63;-;-;-
18316;CANDIDA;339454;16;1180;469;0;0;0;5,63;-;-;-
18317;CANDIDA;339471;16;1174;485;0;0;0;5,65;-;-;-
18318;CANDIDA;339488;16;1180;482;0;0;0;5,63;-;-;-
18319;CANDIDA;339504;16;1188;485;0;0;0;5,61;-;-;-
18320;CANDIDA;339521;16;1181;484;0;0;0;5,6;-;-;-
18321;CANDIDA;339537;16;1187;487;0;0;0;5,6;-;-;-
18322;CANDIDA;339554;16;1177;481;0;0;0;5,66;-;-;-
18323;CANDIDA;339571;16;1170;481;0;0;0;5,65;-;-;-
18324;CANDIDA;339587;16;1275;414;0;0;0;5,57;-;-;-
18325;CANDIDA;339604;16;1271;449;0;0;0;5,57;-;-;-
18326;CANDIDA;339621;16;1262;437;0;0;0;5,42;-;-;-
18327;CANDIDA;339654;33;1264;424;0;0;0;5,41;-;-;-
18328;CANDIDA;339671;16;1270;439;0;0;0;5,61;-;-;-
18329;CANDIDA;339687;16;1285;417;0;0;0;5,17;-;-;-
18330;CANDIDA;339704;16;1260;448;0;0;0;5,5;-;-;-
18331;CANDIDA;339720;16;1268;440;0;0;0;5,52;-;-;-
18332;CANDIDA;339737;16;1264;472;0;0;0;5,6;-;-;-
18333;CANDIDA;339754;16;1262;453;0;0;0;5,57;-;-;-
18334;CANDIDA;339770;16;1261;459;0;0;0;5,61;-;-;-
18335;CANDIDA;339787;16;1277;459;0;0;0;5,57;-;-;-
18336;CANDIDA;339804;16;1262;485;0;0;0;5,69;-;-;-
18337;CANDIDA;339820;16;1260;450;0;0;0;5,47;-;-;-
18338;CANDIDA;339837;16;1262;450;0;0;0;5,55;-;-;-
18339;CANDIDA;339854;16;1268;458;0;0;0;5,53;-;-;-
18340;CANDIDA;339870;16;1314;390;0;0;0;4,89;-;-;-
18341;CANDIDA;339887;16;1341;397;0;0;0;5,21;-;-;-
18342;CANDIDA;339903;16;1335;410;0;0;0;5,28;-;-;-
18343;CANDIDA;339953;49;1315;396;0;0;0;5,42;-;-;-
18344;CANDIDA;339970;16;1322;383;0;0;0;4,91;-;-;-
18345;CANDIDA;339987;16;1325;427;0;0;0;5,37;-;-;-
18346;CANDIDA;340003;16;1342;381;0;0;0;4,84;-;-;-
18347;CANDIDA;340020;16;1322;407;0;0;0;5,42;-;-;-
18348;CANDIDA;340037;16;1335;411;0;0;0;5,44;-;-;-
18349;CANDIDA;340070;33;1325;400;0;0;0;5,33;-;-;-
18350;CANDIDA;340086;16;1309;387;0;0;0;5,61;-;-;-
18351;CANDIDA;340103;16;1324;375;0;0;0;5,21;-;-;-
18352;CANDIDA;340120;16;1329;396;0;0;0;5,31;-;-;-
18353;CANDIDA;340136;16;1305;397;0;0;0;5,52;-;-;-
18354;CANDIDA;340153;16;1307;390;0;0;0;5,44;-;-;-
18355;CANDIDA;340170;16;1311;403;0;0;0;5,57;-;-;-
18356;CANDIDA;340186;16;1341;411;0;0;0;5,52;-;-;-
18357;CANDIDA;340203;16;1301;423;0;0;0;5,55;-;-;-
18358;CANDIDA;340220;16;1347;380;0;0;0;5,57;-;-;-
18359;CANDIDA;340236;16;1322;380;0;0;0;5,44;-;-;-
18360;CANDIDA;340253;16;1332;399;0;0;0;5,44;-;-;-
18361;CANDIDA;340269;16;1307;393;0;0;0;5,55;-;-;-
18362;CANDIDA;340286;16;1321;387;0;0;0;5,61;-;-;-
18363;CANDIDA;340303;16;1317;391;0;0;0;5,65;-;-;-
18364;CANDIDA;340319;16;1309;397;0;0;0;5,55;-;-;-
18365;CANDIDA;340336;16;1318;375;0;0;0;5,52;-;-;-
18366;CANDIDA;340353;16;1342;386;0;0;0;5,45;-;-;-
18367;CANDIDA;340369;16;1314;391;0;0;0;5,55;-;-;-
18368;CANDIDA;340386;16;1354;383;0;0;0;5,33;-;-;-
18369;CANDIDA;340403;16;1314;348;0;0;0;5,2;-;-;-
18370;CANDIDA;340419;16;1331;367;0;0;0;5,41;-;-;-
18371;CANDIDA;340436;16;1305;335;0;0;0;5,53;-;-;-
18372;CANDIDA;340452;16;1312;383;0;0;0;5,5;-;-;-
18373;CANDIDA;340469;16;1311;377;0;0;0;5,34;-;-;-
18374;CANDIDA;340486;16;1325;375;0;0;0;5,41;-;-;-
18375;CANDIDA;340502;16;1342;391;0;0;0;5,58;-;-;-
18376;CANDIDA;340519;16;1347;384;0;0;0;5,44;-;-;-
18377;CANDIDA;340536;16;1308;381;0;0;0;5,44;-;-;-
18378;CANDIDA;340569;33;1298;378;0;0;0;5,53;-;-;-
18379;CANDIDA;340585;16;1347;411;0;0;0;5,49;-;-;-
18380;CANDIDA;340602;16;1321;358;0;0;0;5,34;-;-;-
18381;CANDIDA;340619;16;1321;417;0;0;0;5,5;-;-;-
18382;CANDIDA;340635;16;1377;625;0;0;0;5,45;-;-;-
18383;CANDIDA;340652;16;1387;674;0;0;0;5,41;-;-;-
18384;CANDIDA;340669;16;1375;669;0;0;0;5,5;-;-;-
18385;CANDIDA;340685;16;1379;650;0;0;0;5,44;-;-;-
18386;CANDIDA;340702;16;1362;683;0;0;0;5,47;-;-;-
18387;CANDIDA;340719;16;1378;703;0;0;0;5,49;-;-;-
18388;CANDIDA;340735;16;1381;661;0;0;0;5,36;-;-;-
18389;CANDIDA;340752;16;1368;699;0;0;0;5,53;-;-;-
18390;CANDIDA;340768;16;1388;653;0;0;0;5,34;-;-;-
18391;CANDIDA;340785;16;1369;694;0;0;0;5,44;-;-;-
18392;CANDIDA;340802;16;1391;671;0;0;0;5,36;-;-;-
18393;CANDIDA;340818;16;1384;699;0;0;0;5,39;-;-;-
18394;CANDIDA;340835;16;1388;676;0;0;0;5,44;-;-;-
18395;CANDIDA;340852;16;1365;637;0;0;0;5,41;-;-;-
18396;CANDIDA;340868;16;1377;680;0;0;0;5,39;-;-;-
18397;CANDIDA;340885;16;1385;676;0;0;0;5,45;-;-;-
18398;CANDIDA;340918;33;1392;677;0;0;0;5,42;-;-;-
18399;CANDIDA;340935;16;1389;640;0;0;0;5,02;-;-;-
18400;CANDIDA;340951;16;1385;647;0;0;0;5,04;-;-;-
18401;CANDIDA;340968;16;1382;700;0;0;0;5,37;-;-;-
18402;CANDIDA;340985;16;1391;687;0;0;0;5,29;-;-;-
18403;CANDIDA;341001;16;1367;664;0;0;0;5,25;-;-;-
18404;CANDIDA;341018;16;1448;660;0;0;0;5,13;-;-;-
18405;CANDIDA;341334;316;1696;502;0;0;0;4,43;-;-;-
18406;CANDIDA;341667;332;1658;409;0;0;0;4,64;-;-;-
18407;CANDIDA;341717;49;1656;435;0;0;0;4,76;-;-;-
18408;CANDIDA;341767;49;1248;375;0;0;0;5,41;-;-;-
18409;CANDIDA;341783;16;1260;396;0;0;0;5,49;-;-;-
18410;CANDIDA;341800;16;1247;370;0;0;0;5,47;-;-;-
18411;CANDIDA;341816;16;1260;380;0;0;0;5,44;-;-;-
18412;CANDIDA;341833;16;1238;399;0;0;0;5,44;-;-;-
18413;CANDIDA;341850;16;1240;381;0;0;0;5,36;-;-;-
18414;CANDIDA;341866;16;1241;399;0;0;0;5,5;-;-;-
18415;CANDIDA;341883;16;1242;396;0;0;0;5,44;-;-;-
18416;CANDIDA;341900;16;1230;391;0;0;0;5,44;-;-;-
18417;CANDIDA;341916;16;1237;381;0;0;0;5,41;-;-;-
18418;CANDIDA;341933;16;1258;375;0;0;0;5,41;-;-;-
18419;CANDIDA;341950;16;1232;387;0;0;0;5,42;-;-;-
18420;CANDIDA;341966;16;1247;387;0;0;0;5,44;-;-;-
18421;CANDIDA;341983;16;1235;411;0;0;0;5,41;-;-;-
18422;CANDIDA;342432;449;1191;114;0;0;0;-1;-;-;-
18423;CANDIDA;342548;116;1670;371;0;0;0;5,12;-;-;-
18424;CANDIDA;342565;16;1683;380;0;0;0;4,84;-;-;-
18425;CANDIDA;342632;66;1586;449;0;0;0;4,83;-;-;-
18426;CANDIDA;342715;83;1214;941;0;0;0;5,69;-;-;-
18427;CANDIDA;342731;16;1181;446;0;0;0;5,47;-;-;-
18428;CANDIDA;342748;16;1185;409;0;0;0;5,63;-;-;-
18429;CANDIDA;342765;16;1147;417;0;0;0;5,73;-;-;-
18430;CANDIDA;342781;16;1157;404;0;0;0;5,71;-;-;-
18431;CANDIDA;342798;16;1168;380;0;0;0;5,68;-;-;-
18432;CANDIDA;342815;16;1155;380;0;0;0;5,74;-;-;-
18433;CANDIDA;342831;16;1155;377;0;0;0;5,68;-;-;-
18434;CANDIDA;342848;16;1148;386;0;0;0;5,66;-;-;-
18435;CANDIDA;342864;16;1153;362;0;0;0;5,68;-;-;-
18436;CANDIDA;342881;16;1150;373;0;0;0;5,65;-;-;-
18437;CANDIDA;342898;16;1144;355;0;0;0;5,58;-;-;-
18438;CANDIDA;342914;16;1154;365;0;0;0;5,65;-;-;-
18439;CANDIDA;342931;16;852;384;0;0;0;5,6;-;-;-
18440;CANDIDA;342948;16;596;388;0;0;0;5,66;-;-;-
18441;CANDIDA;342964;16;559;432;0;0;0;5,58;-;-;-
18442;CANDIDA;342981;16;514;436;0;0;0;5,63;-;-;-
18443;CANDIDA;342998;16;512;430;0;0;0;5,61;-;-;-
18444;CANDIDA;343014;16;522;414;0;0;0;5,53;-;-;-
18445;CANDIDA;343031;16;516;386;0;0;0;5,42;-;-;-
18446;CANDIDA;343047;16;514;386;0;0;0;5,42;-;-;-
18447;CANDIDA;343064;16;514;396;0;0;0;5,45;-;-;-
18448;CANDIDA;343081;16;504;396;0;0;0;5,5;-;-;-
18449;CANDIDA;343097;16;479;403;0;0;0;5,42;-;-;-
18450;CANDIDA;343114;16;369;401;0;0;0;5,57;-;-;-
18451;CANDIDA;343131;16;388;360;0;0;0;5,47;-;-;-
18452;CANDIDA;343147;16;371;399;0;0;0;5,57;-;-;-
18453;CANDIDA;343164;16;368;349;0;0;0;5,47;-;-;-
18454;CANDIDA;343181;16;369;373;0;0;0;5,5;-;-;-
18455;CANDIDA;343197;16;367;355;0;0;0;5,47;-;-;-
18456;CANDIDA;343214;16;369;374;0;0;0;5,42;-;-;-
18457;CANDIDA;343230;16;357;342;0;0;0;5,39;-;-;-
18458;CANDIDA;343247;16;362;344;0;0;0;5,33;-;-;-
18459;CANDIDA;343264;16;368;360;0;0;0;5,37;-;-;-
18460;CANDIDA;343280;16;417;448;0;0;0;5,39;-;-;-
18461;CANDIDA;343297;16;585;544;0;0;0;5,29;-;-;-
18462;CANDIDA;343314;16;553;476;0;0;0;5,2;-;-;-
18463;CANDIDA;343330;16;589;528;0;0;0;5,25;-;-;-
18464;CANDIDA;343347;16;588;526;0;0;0;5,2;-;-;-
18465;CANDIDA;343364;16;595;511;0;0;0;5,17;-;-;-
18466;CANDIDA;343380;16;588;501;0;0;0;5,13;-;-;-
18467;CANDIDA;343397;16;583;523;0;0;0;5,13;-;-;-
18468;CANDIDA;343413;16;591;543;0;0;0;5,17;-;-;-
18469;CANDIDA;343430;16;589;543;0;0;0;5,17;-;-;-
18470;CANDIDA;343447;16;589;550;0;0;0;5,15;-;-;-
18471;CANDIDA;343463;16;606;546;0;0;0;5,17;-;-;-
18472;CANDIDA;343480;16;599;534;0;0;0;5,05;-;-;-
18473;CANDIDA;343497;16;593;552;0;0;0;5,15;-;-;-
18474;CANDIDA;343513;16;586;546;0;0;0;5,12;-;-;-
18475;CANDIDA;343530;16;599;526;0;0;0;5,12;-;-;-
18476;CANDIDA;343547;16;595;515;0;0;0;4,99;-;-;-
18477;CANDIDA;343563;16;591;507;0;0;0;4,99;-;-;-
18478;CANDIDA;343580;16;736;423;0;0;0;5,05;-;-;-
18479;CANDIDA;343596;16;729;436;0;0;0;4,94;-;-;-
18480;CANDIDA;343613;16;730;424;0;0;0;4,92;-;-;-
18481;CANDIDA;343630;16;727;437;0;0;0;4,96;-;-;-
18482;CANDIDA;343646;16;730;442;0;0;0;4,97;-;-;-
18483;CANDIDA;343663;16;718;446;0;0;0;4,99;-;-;-
18484;CANDIDA;343680;16;723;453;0;0;0;4,97;-;-;-
18485;CANDIDA;343696;16;733;461;0;0;0;4,97;-;-;-
18486;CANDIDA;343713;16;726;445;0;0;0;4,94;-;-;-
18487;CANDIDA;343730;16;732;422;0;0;0;4,97;-;-;-
18488;CANDIDA;343746;16;730;430;0;0;0;4,99;-;-;-
18489;CANDIDA;343763;16;737;442;0;0;0;4,97;-;-;-
18490;CANDIDA;343779;16;716;426;0;0;0;4,94;-;-;-
18491;CANDIDA;343796;16;733;416;0;0;0;4,92;-;-;-
18492;CANDIDA;343813;16;729;414;0;0;0;4,94;-;-;-
18493;CANDIDA;343829;16;733;424;0;0;0;4,86;-;-;-
18494;CANDIDA;343846;16;732;416;0;0;0;4,84;-;-;-
18495;CANDIDA;343863;16;730;397;0;0;0;4,83;-;-;-
18496;CANDIDA;343879;16;730;420;0;0;0;4,89;-;-;-
18497;CANDIDA;343896;16;730;424;0;0;0;4,84;-;-;-
18498;CANDIDA;343913;16;739;427;0;0;0;4,86;-;-;-
18499;CANDIDA;343929;16;860;396;0;0;0;4,83;-;-;-
18500;CANDIDA;343946;16;870;384;0;0;0;4,8;-;-;-
18501;CANDIDA;343962;16;874;401;0;0;0;4,8;-;-;-
18502;CANDIDA;343979;16;873;403;0;0;0;4,83;-;-;-
18503;CANDIDA;343996;16;873;413;0;0;0;4,89;-;-;-
18504;CANDIDA;344012;16;872;396;0;0;0;4,75;-;-;-
18505;CANDIDA;344029;16;870;409;0;0;0;4,8;-;-;-
18506;CANDIDA;344046;16;869;413;0;0;0;4,78;-;-;-
18507;CANDIDA;344062;16;869;404;0;0;0;4,78;-;-;-
18508;CANDIDA;344079;16;882;399;0;0;0;4,84;-;-;-
18509;CANDIDA;344095;16;873;409;0;0;0;4,81;-;-;-
18510;CANDIDA;344112;16;870;411;0;0;0;4,83;-;-;-
18511;CANDIDA;344129;16;866;403;0;0;0;4,81;-;-;-
18512;CANDIDA;344145;16;872;384;0;0;0;4,8;-;-;-
18513;CANDIDA;344162;16;859;409;0;0;0;4,81;-;-;-
18514;CANDIDA;344179;16;874;399;0;0;0;4,83;-;-;-
18515;CANDIDA;344195;16;876;416;0;0;0;4,84;-;-;-
18516;CANDIDA;344212;16;873;406;0;0;0;4,78;-;-;-
18517;CANDIDA;344229;16;964;388;0;0;0;4,73;-;-;-
18518;CANDIDA;344245;16;953;424;0;0;0;4,8;-;-;-
18519;CANDIDA;344262;16;960;403;0;0;0;4,76;-;-;-
18520;CANDIDA;344278;16;957;423;0;0;0;4,86;-;-;-
18521;CANDIDA;344295;16;959;410;0;0;0;4,81;-;-;-
18522;CANDIDA;344312;16;957;440;0;0;0;4,86;-;-;-
18523;CANDIDA;344328;16;957;411;0;0;0;4,83;-;-;-
18524;CANDIDA;344345;16;963;416;0;0;0;4,84;-;-;-
18525;CANDIDA;344362;16;960;397;0;0;0;4,84;-;-;-
18526;CANDIDA;344378;16;954;417;0;0;0;4,84;-;-;-
18527;CANDIDA;344395;16;953;406;0;0;0;4,83;-;-;-
18528;CANDIDA;344412;16;957;424;0;0;0;4,91;-;-;-
18529;CANDIDA;344428;16;956;420;0;0;0;4,81;-;-;-
18530;CANDIDA;344445;16;957;411;0;0;0;4,88;-;-;-
18531;CANDIDA;344461;16;949;411;0;0;0;4,88;-;-;-
18532;CANDIDA;344478;16;956;396;0;0;0;4,86;-;-;-
18533;CANDIDA;344495;16;953;397;0;0;0;4,88;-;-;-
18534;CANDIDA;344511;16;954;407;0;0;0;4,91;-;-;-
18535;CANDIDA;344528;16;957;407;0;0;0;4,83;-;-;-
18536;CANDIDA;344545;16;947;396;0;0;0;4,91;-;-;-
18537;CANDIDA;344561;16;959;396;0;0;0;4,89;-;-;-
18538;CANDIDA;344578;16;949;384;0;0;0;4,88;-;-;-
18539;CANDIDA;344595;16;950;399;0;0;0;4,78;-;-;-
18540;CANDIDA;344611;16;951;400;0;0;0;4,89;-;-;-
18541;CANDIDA;344628;16;892;386;0;0;0;4,8;-;-;-
18542;CANDIDA;344644;16;792;433;0;0;0;4,91;-;-;-
18543;CANDIDA;344661;16;796;410;0;0;0;4,88;-;-;-
18544;CANDIDA;344678;16;780;407;0;0;0;4,83;-;-;-
18545;CANDIDA;344694;16;782;417;0;0;0;4,84;-;-;-
18546;CANDIDA;344711;16;783;410;0;0;0;4,84;-;-;-
18547;CANDIDA;344728;16;782;410;0;0;0;4,89;-;-;-
18548;CANDIDA;344744;16;779;422;0;0;0;4,86;-;-;-
18549;CANDIDA;344761;16;775;432;0;0;0;4,88;-;-;-
18550;CANDIDA;344778;16;779;410;0;0;0;4,84;-;-;-
18551;CANDIDA;344794;16;715;417;0;0;0;4,94;-;-;-
18552;CANDIDA;344811;16;722;443;0;0;0;4,86;-;-;-
18553;CANDIDA;344827;16;729;450;0;0;0;5,02;-;-;-
18554;CANDIDA;344844;16;718;452;0;0;0;4,96;-;-;-
18555;CANDIDA;344861;16;719;422;0;0;0;4,89;-;-;-
18556;CANDIDA;344877;16;715;407;0;0;0;4,81;-;-;-
18557;CANDIDA;344894;16;725;400;0;0;0;4,76;-;-;-
18558;CANDIDA;344911;16;710;414;0;0;0;4,84;-;-;-
18559;CANDIDA;344927;16;723;416;0;0;0;4,83;-;-;-
18560;CANDIDA;344944;16;719;452;0;0;0;4,91;-;-;-
18561;CANDIDA;344961;16;723;406;0;0;0;4,84;-;-;-
18562;CANDIDA;344977;16;725;419;0;0;0;4,88;-;-;-
18563;CANDIDA;344994;16;712;422;0;0;0;4,91;-;-;-
18564;CANDIDA;345010;16;715;439;0;0;0;4,89;-;-;-
18565;CANDIDA;345027;16;716;430;0;0;0;4,89;-;-;-
18566;CANDIDA;345044;16;723;433;0;0;0;4,92;-;-;-
18567;CANDIDA;345060;16;713;440;0;0;0;4,92;-;-;-
18568;CANDIDA;345077;16;676;427;0;0;0;4,83;-;-;-
18569;CANDIDA;345094;16;683;436;0;0;0;4,86;-;-;-
18570;CANDIDA;345110;16;679;420;0;0;0;4,88;-;-;-
18571;CANDIDA;345127;16;682;432;0;0;0;4,91;-;-;-
18572;CANDIDA;345143;16;665;455;0;0;0;4,92;-;-;-
18573;CANDIDA;345160;16;676;426;0;0;0;4,92;-;-;-
18574;CANDIDA;345177;16;680;448;0;0;0;4,91;-;-;-
18575;CANDIDA;345193;16;670;452;0;0;0;4,91;-;-;-
18576;CANDIDA;345210;16;682;446;0;0;0;4,91;-;-;-
18577;CANDIDA;345227;16;680;440;0;0;0;4,89;-;-;-
18578;CANDIDA;345243;16;679;443;0;0;0;4,91;-;-;-
18579;CANDIDA;345260;16;678;426;0;0;0;4,92;-;-;-
18580;CANDIDA;345277;16;676;436;0;0;0;4,86;-;-;-
18581;CANDIDA;345293;16;670;430;0;0;0;4,89;-;-;-
18582;CANDIDA;345310;16;665;469;0;0;0;4,97;-;-;-
18583;CANDIDA;345326;16;680;433;0;0;0;4,88;-;-;-
18584;CANDIDA;345343;16;668;423;0;0;0;4,89;-;-;-
18585;CANDIDA;345360;16;675;440;0;0;0;4,88;-;-;-
18586;CANDIDA;345376;16;669;420;0;0;0;4,88;-;-;-
18587;CANDIDA;345393;16;679;422;0;0;0;4,89;-;-;-
18588;CANDIDA;345410;16;676;426;0;0;0;4,91;-;-;-
18589;CANDIDA;345426;16;670;436;0;0;0;4,84;-;-;-
18590;CANDIDA;345443;16;682;426;0;0;0;4,89;-;-;-
18591;CANDIDA;345460;16;682;429;0;0;0;4,94;-;-;-
18592;CANDIDA;345476;16;682;414;0;0;0;4,84;-;-;-
18593;CANDIDA;345493;16;665;417;0;0;0;4,84;-;-;-
18594;CANDIDA;345509;16;662;427;0;0;0;4,92;-;-;-
18595;CANDIDA;345526;16;675;543;0;0;0;4,91;-;-;-
18596;CANDIDA;345543;16;652;644;0;0;0;4,81;-;-;-
18597;CANDIDA;345559;16;638;644;0;0;0;4,86;-;-;-
18598;CANDIDA;345576;16;643;645;0;0;0;4,92;-;-;-
18599;CANDIDA;345593;16;646;661;0;0;0;4,89;-;-;-
18600;CANDIDA;345609;16;643;653;0;0;0;4,91;-;-;-
18601;CANDIDA;345626;16;642;660;0;0;0;4,91;-;-;-
18602;CANDIDA;345643;16;645;632;0;0;0;4,89;-;-;-
18603;CANDIDA;345659;16;642;632;0;0;0;4,92;-;-;-
18604;CANDIDA;345676;16;639;645;0;0;0;4,83;-;-;-
18605;CANDIDA;345692;16;645;640;0;0;0;4,88;-;-;-
18606;CANDIDA;345709;16;639;666;0;0;0;4,91;-;-;-
18607;CANDIDA;345726;16;643;656;0;0;0;4,91;-;-;-
18608;CANDIDA;345742;16;635;630;0;0;0;4,91;-;-;-
18609;CANDIDA;345759;16;652;651;0;0;0;4,88;-;-;-
